epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
184,1014.25,0.88674,0.77017,0.00122,0.6435,0.61168,0.62311,0.51934,0.72251,1.14212,0.00126,0.000393432,0.000393432,0.000393432
185,1017.83,0.9282,0.82359,0.00117,0.6435,0.61168,0.62311,0.51934,0.72251,1.14212,0.00126,0.000387773,0.000387773,0.000387773
186,1022.12,0.85328,0.82535,0.0011,0.63757,0.61083,0.62547,0.51954,0.72338,1.13814,0.00126,0.000382115,0.000382115,0.000382115
187,1025.69,0.89322,0.7611,0.00118,0.63757,0.61083,0.62547,0.51954,0.72338,1.13814,0.00126,0.000376456,0.000376456,0.000376456
188,1029.18,0.90793,0.90528,0.00126,0.65,0.61601,0.62943,0.5208,0.73758,1.12173,0.00129,0.000370797,0.000370797,0.000370797
189,1033.81,0.93219,0.837,0.00122,0.65,0.61601,0.62943,0.5208,0.73758,1.12173,0.00129,0.000365138,0.000365138,0.000365138
190,1037.72,0.95026,0.77796,0.0012,0.64439,0.61125,0.63238,0.52266,0.74559,1.11804,0.0013,0.000359479,0.000359479,0.000359479
191,1041.16,0.88171,0.81114,0.00122,0.64439,0.61125,0.63238,0.52266,0.74559,1.11804,0.0013,0.00035382,0.00035382,0.00035382
192,1044.81,0.85749,0.85653,0.00109,0.69502,0.58473,0.63257,0.52353,0.74619,1.11586,0.0013,0.000348162,0.000348162,0.000348162
193,1049.12,0.88467,0.78056,0.00108,0.69502,0.58473,0.63257,0.52353,0.74619,1.11586,0.0013,0.000342503,0.000342503,0.000342503
194,1052.5,0.77439,0.7288,0.00105,0.70906,0.58663,0.63764,0.53095,0.74024,1.12388,0.00128,0.000336844,0.000336844,0.000336844
195,1055.96,0.84725,0.75615,0.00114,0.70906,0.58663,0.63764,0.53095,0.74024,1.12388,0.00128,0.000331185,0.000331185,0.000331185
196,1060.85,0.82546,0.72963,0.00103,0.68661,0.60301,0.63604,0.53082,0.74013,1.14217,0.00129,0.000325526,0.000325526,0.000325526
197,1064.42,0.86985,0.82843,0.00121,0.68661,0.60301,0.63604,0.53082,0.74013,1.14217,0.00129,0.000319867,0.000319867,0.000319867
198,1068.09,0.82255,0.73797,0.00106,0.67113,0.60899,0.63401,0.52955,0.73399,1.17242,0.00129,0.000314209,0.000314209,0.000314209
199,1072.37,0.95949,0.81328,0.0012,0.67113,0.60899,0.63401,0.52955,0.73399,1.17242,0.00129,0.00030855,0.00030855,0.00030855
200,1076.85,0.9911,0.80897,0.00116,0.66151,0.61118,0.62748,0.52253,0.73039,1.18249,0.00128,0.000302891,0.000302891,0.000302891
201,1080.78,1.01167,0.86051,0.00125,0.66151,0.61118,0.62748,0.52253,0.73039,1.18249,0.00128,0.000297232,0.000297232,0.000297232
202,1084.4,0.81036,0.80665,0.0011,0.66089,0.61118,0.63239,0.52985,0.73307,1.19066,0.00127,0.000291573,0.000291573,0.000291573
203,1088.89,0.8228,0.6741,0.00096,0.66089,0.61118,0.63239,0.52985,0.73307,1.19066,0.00127,0.000285914,0.000285914,0.000285914
204,1093.01,0.8712,0.75711,0.00114,0.65828,0.61751,0.6277,0.51999,0.77572,1.19782,0.00133,0.000280255,0.000280255,0.000280255
205,1097.15,1.0178,0.85214,0.00122,0.65828,0.61751,0.6277,0.51999,0.77572,1.19782,0.00133,0.000274597,0.000274597,0.000274597
206,1102.15,1.01685,0.74147,0.00129,0.6539,0.61529,0.63219,0.52194,0.81617,1.19737,0.00139,0.000268938,0.000268938,0.000268938
207,1106.05,0.92537,0.69959,0.00114,0.6539,0.61529,0.63219,0.52194,0.81617,1.19737,0.00139,0.000263279,0.000263279,0.000263279
208,1109.83,0.89834,0.75459,0.00114,0.65595,0.61155,0.63302,0.51994,0.83424,1.19051,0.00142,0.00025762,0.00025762,0.00025762
209,1114.19,0.85394,0.71472,0.00108,0.65595,0.61155,0.63302,0.51994,0.83424,1.19051,0.00142,0.000251961,0.000251961,0.000251961
210,1118.54,0.87568,0.72735,0.00104,0.71113,0.56908,0.63964,0.5262,0.82171,1.1713,0.00141,0.000246302,0.000246302,0.000246302
211,1121.99,0.87115,0.72826,0.00112,0.71113,0.56908,0.63964,0.5262,0.82171,1.1713,0.00141,0.000240644,0.000240644,0.000240644
212,1126.02,0.88639,0.74224,0.0011,0.62981,0.77671,0.65903,0.54814,0.78045,1.14835,0.00134,0.000234985,0.000234985,0.000234985
213,1130.75,0.82373,0.75898,0.00106,0.62981,0.77671,0.65903,0.54814,0.78045,1.14835,0.00134,0.000229326,0.000229326,0.000229326
214,1134.13,0.86193,0.72294,0.00104,0.63068,0.77587,0.65997,0.55184,0.73817,1.13028,0.00126,0.000223667,0.000223667,0.000223667
215,1137.33,0.85212,0.76665,0.00115,0.63068,0.77587,0.65997,0.55184,0.73817,1.13028,0.00126,0.000218008,0.000218008,0.000218008
216,1142.89,0.89804,0.8342,0.0013,0.63266,0.77322,0.66273,0.55474,0.71846,1.12173,0.00124,0.000212349,0.000212349,0.000212349
217,1146.41,0.88338,0.81431,0.00117,0.63266,0.77322,0.66273,0.55474,0.71846,1.12173,0.00124,0.000206691,0.000206691,0.000206691
218,1150.55,0.83626,0.69331,0.00109,0.61508,0.78817,0.6632,0.55692,0.71478,1.11813,0.00124,0.000201032,0.000201032,0.000201032
219,1154.28,0.87636,0.76538,0.00113,0.61508,0.78817,0.6632,0.55692,0.71478,1.11813,0.00124,0.000195373,0.000195373,0.000195373
220,1158.14,0.9018,0.7255,0.00111,0.5946,0.8109,0.66339,0.5582,0.71356,1.11302,0.00124,0.000189714,0.000189714,0.000189714
221,1161.5,0.80986,0.70522,0.00109,0.5946,0.8109,0.66339,0.5582,0.71356,1.11302,0.00124,0.000184055,0.000184055,0.000184055
222,1165.01,0.87724,0.70337,0.0011,0.5915,0.79943,0.66482,0.55746,0.71182,1.11006,0.00124,0.000178396,0.000178396,0.000178396
223,1169.62,0.82177,0.73081,0.0011,0.5915,0.79943,0.66482,0.55746,0.71182,1.11006,0.00124,0.000172738,0.000172738,0.000172738
224,1173.54,0.8888,0.73542,0.00112,0.593,0.79206,0.66518,0.56082,0.71161,1.107,0.00123,0.000167079,0.000167079,0.000167079
225,1176.8,0.76353,0.68172,0.00095,0.593,0.79206,0.66518,0.56082,0.71161,1.107,0.00123,0.00016142,0.00016142,0.00016142
226,1180.52,0.80582,0.718,0.0011,0.58465,0.7948,0.66677,0.55985,0.71589,1.10349,0.00124,0.000155761,0.000155761,0.000155761
227,1184.64,0.85871,0.74118,0.00108,0.58465,0.7948,0.66677,0.55985,0.71589,1.10349,0.00124,0.000150102,0.000150102,0.000150102
228,1188.55,0.92851,0.78458,0.00131,0.58534,0.79587,0.66462,0.55581,0.72,1.10467,0.00125,0.000144443,0.000144443,0.000144443
229,1192.42,0.83786,0.68914,0.00107,0.58534,0.79587,0.66462,0.55581,0.72,1.10467,0.00125,0.000138784,0.000138784,0.000138784
230,1197.27,0.86921,0.77025,0.00113,0.58602,0.79434,0.6655,0.5593,0.72041,1.10245,0.00125,0.000133126,0.000133126,0.000133126
231,1200.8,0.94652,0.81271,0.00115,0.58602,0.79434,0.6655,0.5593,0.72041,1.10245,0.00125,0.000127467,0.000127467,0.000127467
232,1204.82,0.90172,0.72212,0.00105,0.57841,0.79955,0.666,0.55878,0.72084,1.10295,0.00125,0.000121808,0.000121808,0.000121808
233,1209,0.87347,0.70734,0.00107,0.57841,0.79955,0.666,0.55878,0.72084,1.10295,0.00125,0.000116149,0.000116149,0.000116149
234,1212.82,0.87197,0.79835,0.00117,0.58584,0.80302,0.6656,0.55824,0.72112,1.10503,0.00126,0.00011049,0.00011049,0.00011049
235,1216.22,0.83053,0.68904,0.00101,0.58584,0.80302,0.6656,0.55824,0.72112,1.10503,0.00126,0.000104831,0.000104831,0.000104831
236,1219.7,0.78388,0.69291,0.0011,0.59088,0.80639,0.66453,0.55627,0.72052,1.10133,0.00126,9.91726e-05,9.91726e-05,9.91726e-05
237,1224.35,0.82268,0.73206,0.00107,0.59088,0.80639,0.66453,0.55627,0.72052,1.10133,0.00126,9.35138e-05,9.35138e-05,9.35138e-05
238,1227.94,0.8063,0.75642,0.00113,0.59082,0.80939,0.66356,0.55624,0.71709,1.10492,0.00125,8.78549e-05,8.78549e-05,8.78549e-05
239,1231.42,0.83128,0.73256,0.00112,0.59082,0.80939,0.66356,0.55624,0.71709,1.10492,0.00125,8.21961e-05,8.21961e-05,8.21961e-05
240,1235.48,0.88568,0.73289,0.00118,0.59695,0.81114,0.66267,0.55618,0.71118,1.11245,0.00124,7.65372e-05,7.65372e-05,7.65372e-05
241,1244.38,0.80583,0.80316,0.0011,0.59695,0.81114,0.66267,0.55618,0.71118,1.11245,0.00124,7.08784e-05,7.08784e-05,7.08784e-05
242,1249.1,0.76496,1.02901,0.00116,0.60221,0.80189,0.66284,0.5567,0.70988,1.11069,0.00124,6.52196e-05,6.52196e-05,6.52196e-05
243,1252.33,0.91207,0.85979,0.00129,0.60221,0.80189,0.66284,0.5567,0.70988,1.11069,0.00124,5.95607e-05,5.95607e-05,5.95607e-05
244,1254.94,0.90148,0.83264,0.00112,0.61715,0.80637,0.66236,0.5572,0.70853,1.10924,0.00123,5.39019e-05,5.39019e-05,5.39019e-05
245,1257.17,0.81902,0.83033,0.00107,0.61715,0.80637,0.66236,0.5572,0.70853,1.10924,0.00123,4.8243e-05,4.8243e-05,4.8243e-05
246,1259.53,0.85785,0.77097,0.00128,0.62937,0.80191,0.66195,0.5562,0.70526,1.11361,0.00123,4.25842e-05,4.25842e-05,4.25842e-05
247,1262.44,0.76129,0.74322,0.00104,0.62937,0.80191,0.66195,0.5562,0.70526,1.11361,0.00123,3.69254e-05,3.69254e-05,3.69254e-05
248,1265.62,0.79972,0.94222,0.00121,0.63774,0.7993,0.66105,0.55567,0.70647,1.11483,0.00123,3.12665e-05,3.12665e-05,3.12665e-05
249,1267.99,0.83314,0.76394,0.00114,0.63774,0.7993,0.66105,0.55567,0.70647,1.11483,0.00123,2.56077e-05,2.56077e-05,2.56077e-05
250,1270.45,0.92941,0.92091,0.00118,0.64191,0.8031,0.65791,0.55227,0.7097,1.11214,0.00124,1.99488e-05,1.99488e-05,1.99488e-05
