epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,601.617,0.70174,0.59689,0.83298,0.51076,0.514,0.50287,0.38472,0.83497,0.7457,0.86258,0.000948875,0.000948875,0.000948875
75,608.839,0.71052,0.61063,0.83115,0.46583,0.65879,0.58756,0.41731,0.82121,0.74392,0.86075,0.00094475,0.00094475,0.00094475
76,616.758,0.72237,0.56744,0.82352,0.44203,0.59832,0.60674,0.42217,0.81524,0.74243,0.86438,0.000940625,0.000940625,0.000940625
77,623.412,0.72347,0.58342,0.82478,0.43833,0.56426,0.59093,0.41916,0.83694,0.74426,0.86449,0.0009365,0.0009365,0.0009365
78,631.268,0.68236,0.56243,0.824,0.52567,0.81703,0.59617,0.42285,0.82097,0.70095,0.86264,0.000932375,0.000932375,0.000932375
79,639.188,0.70236,0.5766,0.82723,0.55038,0.76746,0.59856,0.42471,0.78308,0.68025,0.86617,0.00092825,0.00092825,0.00092825
80,646.9,0.71206,0.59091,0.82558,0.55987,0.76147,0.59915,0.43019,0.83908,0.65035,0.87264,0.000924125,0.000924125,0.000924125
81,654.944,0.73736,0.57868,0.83541,0.5536,0.76147,0.60096,0.43892,0.77522,0.65017,0.86662,0.00092,0.00092,0.00092
82,662.365,0.83012,0.60908,0.83123,0.4626,0.80556,0.5718,0.41677,0.87966,0.69052,0.88909,0.000915875,0.000915875,0.000915875
83,670.441,0.7757,0.62486,0.83123,0.49116,0.80556,0.59005,0.42115,0.88965,0.68686,0.88849,0.00091175,0.00091175,0.00091175
84,677.08,0.7498,0.58155,0.83322,0.48036,0.85962,0.57612,0.42282,0.83243,0.69815,0.87918,0.000907625,0.000907625,0.000907625
85,685.812,0.71107,0.57565,0.82722,0.47463,0.82765,0.59057,0.42812,0.82036,0.70696,0.87364,0.0009035,0.0009035,0.0009035
86,692.368,0.71182,0.57875,0.8114,0.57629,0.77739,0.60591,0.42435,0.85285,0.72523,0.88308,0.000899375,0.000899375,0.000899375
87,700.283,0.72898,0.56647,0.82048,0.55801,0.82765,0.5983,0.42171,0.86588,0.71311,0.87165,0.00089525,0.00089525,0.00089525
88,707.936,0.74205,0.58831,0.83198,0.51609,0.57303,0.61148,0.43878,0.84143,0.68773,0.86967,0.000891125,0.000891125,0.000891125
89,714.581,0.67532,0.56906,0.81699,0.46112,0.68055,0.62188,0.44557,0.82635,0.68595,0.86771,0.000887,0.000887,0.000887
90,722.182,0.71665,0.55057,0.82309,0.84956,0.47111,0.59778,0.44434,0.79476,0.69015,0.86346,0.000882875,0.000882875,0.000882875
91,728.985,0.68937,0.53894,0.82225,0.78008,0.50947,0.6133,0.44486,0.81905,0.6888,0.8618,0.00087875,0.00087875,0.00087875
92,737.305,0.70314,0.54236,0.81576,0.4506,0.63261,0.66001,0.47179,0.77862,0.66285,0.86014,0.000874625,0.000874625,0.000874625
93,744.732,0.68769,0.5414,0.81969,0.44166,0.62802,0.65961,0.46732,0.81849,0.66615,0.86276,0.0008705,0.0008705,0.0008705
94,751.752,0.66737,0.53603,0.81825,0.67944,0.84947,0.81762,0.50732,0.79411,0.65658,0.86552,0.000866375,0.000866375,0.000866375
