epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,558.341,0.77066,0.62906,0.83311,0.527,0.83711,0.62955,0.50414,0.78094,0.9253,0.8688,0.000399091,0.000399091,0.000399091
184,561.627,0.80608,0.64551,0.84746,0.59575,0.63757,0.70667,0.57776,0.77671,0.91043,0.86885,0.000393432,0.000393432,0.000393432
185,564.482,0.79236,0.70057,0.82786,0.59575,0.63757,0.70667,0.57776,0.77671,0.91043,0.86885,0.000387773,0.000387773,0.000387773
186,567.203,0.78388,0.65449,0.84219,0.59181,0.65612,0.70871,0.57962,0.77423,0.91109,0.87043,0.000382115,0.000382115,0.000382115
187,569.641,0.74176,0.62504,0.82033,0.59181,0.65612,0.70871,0.57962,0.77423,0.91109,0.87043,0.000376456,0.000376456,0.000376456
188,572.149,0.87095,0.8501,0.85446,0.60849,0.66203,0.71487,0.60578,0.76739,0.89632,0.8697,0.000370797,0.000370797,0.000370797
189,575.991,0.80024,0.66914,0.82542,0.60849,0.66203,0.71487,0.60578,0.76739,0.89632,0.8697,0.000365138,0.000365138,0.000365138
190,578.677,0.75619,0.64863,0.83941,0.61374,0.66025,0.72697,0.61547,0.77969,0.90583,0.87122,0.000359479,0.000359479,0.000359479
191,581.183,0.73086,0.62974,0.82836,0.61374,0.66025,0.72697,0.61547,0.77969,0.90583,0.87122,0.00035382,0.00035382,0.00035382
192,583.749,0.78559,0.71437,0.83193,0.62953,0.62759,0.74057,0.60934,0.80279,0.91761,0.87482,0.000348162,0.000348162,0.000348162
193,586.427,0.79132,0.65011,0.82788,0.62953,0.62759,0.74057,0.60934,0.80279,0.91761,0.87482,0.000342503,0.000342503,0.000342503
194,589.821,0.68686,0.59619,0.81606,0.68316,0.78585,0.77168,0.64053,0.80788,0.9378,0.87437,0.000336844,0.000336844,0.000336844
195,592.685,0.77074,0.67426,0.83592,0.68316,0.78585,0.77168,0.64053,0.80788,0.9378,0.87437,0.000331185,0.000331185,0.000331185
196,595.15,0.79401,0.64801,0.82587,0.69222,0.79024,0.76918,0.64,0.78314,0.94877,0.8706,0.000325526,0.000325526,0.000325526
197,597.509,0.73704,0.64416,0.83375,0.69222,0.79024,0.76918,0.64,0.78314,0.94877,0.8706,0.000319867,0.000319867,0.000319867
198,600.314,0.76092,0.65259,0.82238,0.70484,0.78098,0.77176,0.64085,0.77989,0.95094,0.86954,0.000314209,0.000314209,0.000314209
199,603.97,0.89905,0.68624,0.82672,0.70484,0.78098,0.77176,0.64085,0.77989,0.95094,0.86954,0.00030855,0.00030855,0.00030855
200,606.459,0.83168,0.67858,0.81944,0.70349,0.78141,0.77384,0.63975,0.806,0.9642,0.8728,0.000302891,0.000302891,0.000302891
201,609.159,0.80367,0.6211,0.82855,0.70349,0.78141,0.77384,0.63975,0.806,0.9642,0.8728,0.000297232,0.000297232,0.000297232
202,611.657,0.70919,0.60094,0.82045,0.68245,0.80672,0.77639,0.61609,0.86114,0.96739,0.87812,0.000291573,0.000291573,0.000291573
203,615.097,0.7444,0.5873,0.81762,0.68245,0.80672,0.77639,0.61609,0.86114,0.96739,0.87812,0.000285914,0.000285914,0.000285914
204,618.337,0.75546,0.59495,0.82199,0.70235,0.78675,0.77931,0.60999,0.8803,0.96546,0.88121,0.000280255,0.000280255,0.000280255
205,621.164,0.84534,0.72036,0.83291,0.70235,0.78675,0.77931,0.60999,0.8803,0.96546,0.88121,0.000274597,0.000274597,0.000274597
206,623.647,0.83855,0.65425,0.83566,0.70173,0.78359,0.77739,0.63231,0.84013,0.95935,0.87808,0.000268938,0.000268938,0.000268938
207,626.684,0.75742,0.57107,0.82855,0.70173,0.78359,0.77739,0.63231,0.84013,0.95935,0.87808,0.000263279,0.000263279,0.000263279
208,630.326,0.74842,0.60688,0.82878,0.69778,0.78121,0.7773,0.64449,0.78362,0.9476,0.87179,0.00025762,0.00025762,0.00025762
209,632.815,0.79556,0.64551,0.83012,0.69778,0.78121,0.7773,0.64449,0.78362,0.9476,0.87179,0.000251961,0.000251961,0.000251961
210,635.438,0.78195,0.65127,0.82043,0.68469,0.79609,0.77286,0.64365,0.768,0.94811,0.86858,0.000246302,0.000246302,0.000246302
211,638.076,0.79367,0.61865,0.83077,0.68469,0.79609,0.77286,0.64365,0.768,0.94811,0.86858,0.000240644,0.000240644,0.000240644
212,640.728,0.77288,0.64059,0.82411,0.69143,0.79435,0.76562,0.63773,0.7748,0.95282,0.86934,0.000234985,0.000234985,0.000234985
213,644.124,0.7475,0.60337,0.82614,0.69143,0.79435,0.76562,0.63773,0.7748,0.95282,0.86934,0.000229326,0.000229326,0.000229326
214,646.734,0.73849,0.62059,0.8279,0.69431,0.78672,0.76201,0.63329,0.79983,0.97492,0.87143,0.000223667,0.000223667,0.000223667
215,649.069,0.79099,0.67057,0.84199,0.69431,0.78672,0.76201,0.63329,0.79983,0.97492,0.87143,0.000218008,0.000218008,0.000218008
216,651.855,0.79403,0.70527,0.85089,0.69347,0.78233,0.76224,0.62663,0.82337,0.99044,0.87419,0.000212349,0.000212349,0.000212349
217,654.552,0.72708,0.60683,0.82661,0.69347,0.78233,0.76224,0.62663,0.82337,0.99044,0.87419,0.000206691,0.000206691,0.000206691
218,658.363,0.72004,0.59017,0.82434,0.69096,0.78538,0.76443,0.63108,0.81397,0.98645,0.87395,0.000201032,0.000201032,0.000201032
219,660.984,0.77875,0.62588,0.83541,0.69096,0.78538,0.76443,0.63108,0.81397,0.98645,0.87395,0.000195373,0.000195373,0.000195373
220,663.473,0.76863,0.6394,0.82546,0.68897,0.78428,0.74619,0.61675,0.79074,0.96771,0.87095,0.000189714,0.000189714,0.000189714
221,665.909,0.73321,0.60269,0.84043,0.68897,0.78428,0.74619,0.61675,0.79074,0.96771,0.87095,0.000184055,0.000184055,0.000184055
222,669.436,0.76238,0.62528,0.82434,0.72512,0.75514,0.75042,0.61938,0.77888,0.95226,0.86882,0.000178396,0.000178396,0.000178396
223,672.275,0.72684,0.609,0.83663,0.72512,0.75514,0.75042,0.61938,0.77888,0.95226,0.86882,0.000172738,0.000172738,0.000172738
224,674.971,0.78695,0.64823,0.82699,0.73755,0.76559,0.75388,0.62546,0.77084,0.93595,0.86771,0.000167079,0.000167079,0.000167079
225,677.404,0.67326,0.5753,0.81861,0.73755,0.76559,0.75388,0.62546,0.77084,0.93595,0.86771,0.00016142,0.00016142,0.00016142
226,679.831,0.68911,0.58727,0.83151,0.72826,0.77799,0.75676,0.62521,0.78438,0.92643,0.86904,0.000155761,0.000155761,0.000155761
227,683.438,0.7895,0.66966,0.8249,0.72826,0.77799,0.75676,0.62521,0.78438,0.92643,0.86904,0.000150102,0.000150102,0.000150102
228,686.311,0.82235,0.68447,0.83605,0.73412,0.77085,0.75634,0.62532,0.78957,0.9303,0.86969,0.000144443,0.000144443,0.000144443
229,689.142,0.74137,0.6107,0.82274,0.73412,0.77085,0.75634,0.62532,0.78957,0.9303,0.86969,0.000138784,0.000138784,0.000138784
230,691.612,0.74954,0.60089,0.82839,0.74356,0.77031,0.70203,0.57375,0.78,0.91814,0.86793,0.000133126,0.000133126,0.000133126
231,694.172,0.81828,0.62786,0.82553,0.74356,0.77031,0.70203,0.57375,0.78,0.91814,0.86793,0.000127467,0.000127467,0.000127467
232,697.922,0.80924,0.63996,0.82769,0.73401,0.7671,0.69893,0.56978,0.77455,0.91138,0.86637,0.000121808,0.000121808,0.000121808
233,700.86,0.77236,0.63538,0.81634,0.73401,0.7671,0.69893,0.56978,0.77455,0.91138,0.86637,0.000116149,0.000116149,0.000116149
234,703.393,0.76965,0.64045,0.83915,0.72362,0.76629,0.6957,0.57138,0.77256,0.92003,0.86568,0.00011049,0.00011049,0.00011049
235,705.884,0.73898,0.60157,0.82975,0.72362,0.76629,0.6957,0.57138,0.77256,0.92003,0.86568,0.000104831,0.000104831,0.000104831
236,708.948,0.71096,0.58174,0.82495,0.71041,0.76285,0.69134,0.56829,0.7703,0.93543,0.86564,9.91726e-05,9.91726e-05,9.91726e-05
237,712.266,0.68218,0.58108,0.82272,0.71041,0.76285,0.69134,0.56829,0.7703,0.93543,0.86564,9.35138e-05,9.35138e-05,9.35138e-05
238,715.038,0.67822,0.57586,0.81951,0.71472,0.76183,0.68666,0.56645,0.7693,0.94978,0.86576,8.78549e-05,8.78549e-05,8.78549e-05
